Konto;Kontobeschriftung;SprachId;Kontenrahmen
540;Other loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
550;Loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
570;Long-term shares in cooperatives;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
580;Loans to shareholders/ partners;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
582;Loans to GmbH shareholders;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
583;Loans to silent partners;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
584;Loans to general partners;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
586;Loans to limited partners;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
590;Loans to related parties;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
595;L-t pension liab. claims, life ins pol;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
600;Non-convertible bonds;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
601;Non-convertbl bonds due w/in 1 year;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
605;Non-convertbl bonds due btwn 1-5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
610;Non-convertbl bonds due > 5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
615;Convertible bonds;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
616;Convertible bonds due w/in 1 year;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
620;Convertible bonds due btwn 1-5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
625;Convertible bonds due > 5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
630;Liabilities to banks;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
631;Liabilities to banks due w/in 1 year;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
640;Liabilities to banks due btwn 1-5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
650;Liabilities to banks due > 5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
660;Liablts banks under instalmt cr agreemt;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
661;Liablts bank instalm cr agr due w/in 1 y;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
670;Liablts bank instalm due 1-5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
680;Liablts bank instalm due > 5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
699;Contra acc 0630-0689 if 0690-0698 allctd;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
700;Liabilities to affiliated companies;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
701;Liablts to affltd comp, due w/n 1 year;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
705;Liablts to affltd comp, due 1-5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
710;Liablts to affltd comp, due > 5 years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
715;Liablts other l-t investees/investors;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
716;Liablts other l-t inv. (due w/n 1 y);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
720;Liablts other l-t inv. (1-5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
725;Liablts other l-t inv. (> 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
730;Liabilities to shrehldrs/partners;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
731;Liablts shrehldr/p.(due within 1 year);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
740;Liablts shrehldr/p.(1 - 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
750;Liablts shrehldr/p.(> 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
755;Liablts to shrehldrs/prtnrs o/s distrbtn;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
760;Loans by typical silent partners;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
761;Loans typ sil prtnr (due within 1 year);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
764;Loans typ sil prtnr (1 - 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
767;Loans typ sil prtnr (> 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
770;Loans by atypical silent partners;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
771;Loans atyp sil prtnr (due within 1 year);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
774;Loans atyp sil prtnr (1 - 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
777;Loans atyp sil prtnr (> 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
780;Profit-participation loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
781;Prft-partcptn loans (due within 1 year);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
784;Prft-partcptn loans (1 - 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
787;Prft-partcptn loans (> 5 years);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
799;0730-1789/1665-1678/1695-1698, 0790-0798;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
800;Subscribed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
809;Capital incr reserves/ returned earngs;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
810;Paid-up shares rem. members co-ops;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
811;Paid-up shares withdraw. members co-ops;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
812;Paid-up shares co-ops, cancelled shrs;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
813;Unpaid and due shrs in co-ops, recorded;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
815;Contra acc. unpaid due shrs co-ops, rec;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
819;Purchased treasury shares;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
820;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
821;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
822;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
823;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
824;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
825;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
826;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
827;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
828;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
829;Unpaid uncalled capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
830;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
831;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
832;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
833;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
834;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
835;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
836;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
837;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
838;Unpd called capital (receivables);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
839;Unpaid supplemen-tary calls;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
840;Capital reserves;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
841;Capital reserves/ shrs above not. amnt;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
842;Capital reserves/ issuance conv. bonds;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
843;Capital reserves/ additional payments;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
844;Other additional capital contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
845;Unpaid supplementary calls;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
846;Legal reserve;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
848;Revenue res. purchase treasury shares;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
849;Reserves shares parent or majority inv;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
851;Res. provided for by art. of association;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
852;Other revenue reserves (co-ops);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
853;Revenue. res. trans. BilMoG provsns;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
854;Rev.res.rvrsl. wrt-dwns tngbl.fixed ass;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
855;Other revenue reserves;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
856;Eqty component reversals of wrt-dwns;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
857;Revenue reserves (rev.l-t fin assets);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
858;Revenue reserves (rev. sp. t-a res.);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
859;Deferred taxes (H) tkn drctly to equity;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
860;Retained profits bef apprprtn net profit;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
865;Ret.pr. b/f bef. appr. (SCCA);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
867;Acc.ls. b/f bef. appr. (SCCA);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
868;Accumltd losses bef apprprtn net prft;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
869;Balance carried forward (balance sheet);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
870;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
871;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
872;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
873;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
874;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
875;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
876;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
877;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
878;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
879;Fixed capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
880;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
881;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
882;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
883;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
884;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
885;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
886;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
887;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
888;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
889;Variable capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
890;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
891;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
892;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
893;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
894;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
895;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
896;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
897;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
898;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
899;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
900;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
901;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
902;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
903;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
904;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
905;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
906;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
907;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
908;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
909;Limited partner capital;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
910;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
911;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
912;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
913;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
914;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
915;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
916;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
917;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
918;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
919;Loss adjustment account;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
920;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
921;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
922;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
923;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
924;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
925;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
926;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
927;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
928;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
929;Partner loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
930;Sp. tax-allowable res., untaxed res.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
931;Sp. tax-allowable res. s. 6b EStG;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
932;Sp. tax-allowable res. under EStR;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
939;Sp. tax-allowable res. s. 52(16) EStG;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
940;Sp. tax-allowable res. accel tax-depr.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
943;Sp. tax-allowable res. 7g(2) EStG(new);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
945;Adjustm. items withdrawals, s. 4g EStG;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
946;Reserve for investment grants;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
947;Sp. tax-allowable res., s. 7g(5) EStG;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
949;Sp. reserves invsmt grants / subsidies;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
950;Provsns for pensions / sim. obligations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
951;Provsns for pensions for offsetting;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
952;Provsns for pensions to shareholders;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
953;Provisions for direct commitments;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
954;Prov.subs.obl.pnsn. funds/ life ins.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
955;Provisions for taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
956;Provision for trade tax, EStG s. 4(5b);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
957;Provision for trade tax;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
961;Provisions for vacation pay;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
962;Provisions f. taxes tax-deferral (BStBK);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
963;Provisions for corporate income tax;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
964;Long-term provisions f l-t obligations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
965;Provisions for personnel expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
966;Provsns for record retntn obligations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
967;L-t prvsns for l-t oblgtns., offsetting;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
968;Deferred tax liabilities;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
969;Allowances deferred tax liabilities;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
970;Other provisions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
971;Provisions for maintenance deferred 3 M;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
973;Provsns envirnomntl rmdtn/wst disp expns;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
974;Provsns warranties (contra acc 4790);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
976;Provsns expctd loss exectry cntrcts;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
977;Provsns period-end closing/ audit costs;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
978;Provsns int. expns s. 249(2) HGB ov;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
979;Provisions for environmental protection;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
980;Prepaid expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
983;Deferred tax assets;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
984;Customs/excise duties invntries expn;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
985;VAT rel. to prepymts/recgnd as expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
986;Discount;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
987;Deferred incm items directly to equity;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
988;Deferred taxes (S)tkn drctly to equity;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
989;Collectively held reserves (SCCA);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
990;Deferred income;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
992;Defrrls int-per depr mgmt accntng. anal.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
996;Globl valuatn allowances rec. due 1 y;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
997;Spec valuatn allowances rec. due 1 y;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
998;Spec valuatn allownces  rec due w/in 1y;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
999;Spec valuatn allownces  rec due > 1y;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
