c_elementvalue_id;ad_client_id;ad_org_id;isactive;created;createdby;updated;updatedby;value;name;description;accounttype;accountsign;isdoccontrolled;c_element_id;issummary;validfrom;validto;postactual;postbudget;postencumbrance;poststatistical;isbankaccount;c_bankaccount_id;isforeigncurrency;c_currency_id;showelement;showvaluecond;elementlevel;nomanualacct;datevuseauto
55F484EDC08E42A6ABD11CBF97DCEA22;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1062;Fondsanteile;Fondsanteile;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
F4484C2D423D49E6B83F942BC4C5EA89;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1063;Obligationen;Obligationen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
12634941F8FA43CB90A672F87E3F76AA;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1068;Schwankungsreserven Wertschriften kurzfristig gehalten;Schwankungsreserven Wertschriften kurzfristig gehalten;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
2149D3A5002A40CEB6507B7BC957DD80;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1069;Wertberichtigungen Wertschriften kurzfristig gehalten;Wertberichtigungen Wertschriften kurzfristig gehalten;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
94273A7536C245FE8421EDEA6FEA4C45;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1070;Übrige kurzfristig gehaltene Aktiven;Übrige kurzfristig gehaltene Aktiven;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
15578F37E48A4095ABA4A7857B29608A;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1078;Schwankungsreserven übrige kurzfristig gehaltene Aktiven;Schwankungsreserven übrige kurzfristig gehaltene Aktiven;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
0CA355E13AA24813A05D89027EAD557C;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1079;Wertberichtigungen übrige kurzfristig gehaltene Aktiven;Wertberichtigungen übrige kurzfristig gehaltene Aktiven;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
DA6A4F1E091A4AEE87BB1832FF289A91;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;109;TransferKonto;TransferKonto;A;N;N;B1B140BA616740F3B020C844C2D0BB14;Y;;;Y;Y;Y;Y;N;;N;;Y;A;E;N;N
FA1C4CACDA9E419DBBF6919AF21FF03C;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1090;Geld-Transferkonto;Geld-Transferkonto;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
82EF062ACEAA4EA69965684F781DE600;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1091;Lohndurchlaufkonto;Lohndurchlaufkonto;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
0547CC0146394EF0BA4CDE6D4A0EEEF7;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1099;Unklare Beträge;Unklare Beträge;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
81F4D424954B4E43829B766E8BA1D39D;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;110;Forderungen aus Lieferungen und Leistungen;Forderungen aus Lieferungen und Leistungen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;Y;;;Y;Y;Y;Y;N;;N;;Y;A;E;N;N
38570AD6A21B4C38B68B9D5B447A475E;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1100;Forderungen Schweiz;Forderungen Schweiz;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
7A618DCFA24E48F9AE9CEC16C7E6C187;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1101;Forderungen Ausland;Forderungen Ausland;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
8C9F50A4289A47C9A229D724E05828B4;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1102;Forderungen Ausland Fremdwährung;Forderungen Ausland Fremdwährung;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
9EA8BFF9DB4F427DA4E70971766FDABE;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1109;Wertberichtigungen Forderungen aus Lieferungen und Leistungen gegenüber Dritten inkl. Delkredere;Wertberichtigungen Forderungen aus Lieferungen und Leistungen gegenüber Dritten inkl. Delkredere;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
D6CF24040C904E9787D4ED2CC7ED51AC;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1110;Forderungen gegenüber Beteiligungen;Forderungen gegenüber Beteiligungen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
6DC7FE05C35E40969EAE885E38BEFB0F;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1119;Wertberichtigungen Forderungen aus Lieferungen und Leistungen gegenüber Beteiligungen;Wertberichtigungen Forderungen aus Lieferungen und Leistungen gegenüber Beteiligungen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
3F2ED2058090477D8FF9E0D858735F52;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1120;Forderungen gegenüber Aktionären;Forderungen gegenüber Aktionären;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
05567C6C410F4C219C4BBFBB586F199B;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1122;Forderungen gegenüber Verwaltungsrat;Forderungen gegenüber Verwaltungsrat;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
DBE2216B9B274E6098D30B36A3E751A7;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1124;Forderungen gegenüber Geschäftsleitungsmitglied;Forderungen gegenüber Geschäftsleitungsmitglied;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
11C4604ADCC34C019A96AD86BB56FA13;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1128;Forderungen gegenüber Revisionstelle;Forderungen gegenüber Revisionstelle;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
B5052BCC564B479C807DC6E93953289C;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1129;Wertberichtigungen Forderungen aus Lieferungen und Leistungen gegenüber Beteiligten und Organen;Wertberichtigungen Forderungen aus Lieferungen und Leistungen gegenüber Beteiligten und Organen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
996BF376D2BE4907869C67257E69353C;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;114;Übrige kurzfristige Forderungen;Übrige kurzfristige Forderungen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;Y;;;Y;Y;Y;Y;N;;N;;Y;A;E;N;N
78BCA482726C42DA936D103D56399A2E;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1140;Darlehen;Darlehen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
549271182B924B7892D4FB17F954FADB;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1149;Wertberichtigungen übrige kurzfristige Forderungen gegenüber Dritten;Wertberichtigungen übrige kurzfristige Forderungen gegenüber Dritten;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
30C50934B4754D559ADEE19FB82ADD34;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1150;Darlehen gegenüber Beteiligung A;Darlehen gegenüber Beteiligung A;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
87504269AB424CE89A9E8CC7A2887DB2;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1159;Wertberichtigungen übrige kurzfristige Forderungen gegenüber Beteiligungen;Wertberichtigungen übrige kurzfristige Forderungen gegenüber Beteiligungen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
148DD8427A124132AC5EFEBA968045FC;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1160;Darlehen gegenüber Aktionär A;Darlehen gegenüber Aktionär A;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
36ADA47CEBF848C8906CC3960E226EFA;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1162;Darlehen gegenüber Verwaltungsrat A;Darlehen gegenüber Verwaltungsrat A;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
6A94F3D3552041A39C3CABE6DEC815DF;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1164;Darlehen gegenüber Geschäftsleitungsmitglied A;Darlehen gegenüber Geschäftsleitungsmitglied A;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
0DD2A1F9245444F29B728560E668D5F3;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1169;Wertberichtigungen übrige kurzfristige Forderungen gegenüber Beteiligten und Organen;Wertberichtigungen übrige kurzfristige Forderungen gegenüber Beteiligten und Organen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
66C62CD2665B4E6CB7EC1B4E53404106;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1170;Vorsteuer Material, Waren, Dienstleistungen, Energie, Kl. 4;Vorsteuer Material, Waren, Dienstleistungen, Energie, Kl. 4;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
FEFE363F3C26441C900EB20F9809B691;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1171;Vorsteuer Investitionen, übriger Betriebsaufwand, Kl. 1/5-8;Vorsteuer Investitionen, übriger Betriebsaufwand, Kl. 1/5-8;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
7358926EA3B1459B953F640045F07763;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1172;Vorsteuerausgleich Abrechnungsmethode;Vorsteuerausgleich Abrechnungsmethode;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
93188A4D4F9B427CA2AFC486C1DDE6CC;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1173;Vorsteuerkürzung;Vorsteuerkürzung;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
EDEFB920FB014ABF9C6E2CB3E2C9B69E;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1174;Vorsteuerkorrektur;Vorsteuerkorrektur;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
767848A726504DEFA74D9636FE864E9D;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1175;Abrechnungskonto MWST;Abrechnungskonto MWST;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
E7E3BBC22D754D2AA245C6FE1D3E6BFD;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1176;Verrechnungssteuer;Verrechnungssteuer;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
D793C16D56374440A11D19A3BA2A5527;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1177;Forderungen gegenüber Oberzolldirektion;Forderungen gegenüber Oberzolldirektion;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
4217C90F5EA243359D6C1FD008EDD59E;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1180;Kontokorrent AHV, IV, EO, ALV;Kontokorrent AHV, IV, EO, ALV;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
F394855590B342C99DF9E430C18953DC;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1181;Kontokorrent FAK;Kontokorrent FAK;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
0DA234C695FA4F8FABADF5A7EF65B7E9;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1182;Kontokorrent Vorsorgeeinrichtung;Kontokorrent Vorsorgeeinrichtung;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
90CC8D09507E4781BBB0E72A56360521;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1183;Kontokorrent Unfallversicherung;Kontokorrent Unfallversicherung;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
C4BAF4C79BA74F2B8FADE2630F1C5F40;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1184;Kontokorrent Krankentaggeldversicherung;Kontokorrent Krankentaggeldversicherung;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
B259BE201235460E97BE3133B53D0841;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1188;Kontokorrent Quellensteuer;Kontokorrent Quellensteuer;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
AD913BCC9591425DB7BD6E90EB10F2EC;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1190;WIR-Guthaben;WIR-Guthaben;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
542AE55A9AE746359A1985AA4EE76787;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1191;Kautionen;Kautionen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
29E58B143FC84B9D8E2137DCB473DEE0;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1192;Geleistete Anzahlungen;Geleistete Anzahlungen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
417B904240914E95AD5CCAAF431334E8;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1193;Mietzinsdepot;Mietzinsdepot;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
63D80CF107DE4E10B615A5037C16BE9A;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1199;Wertberichtigungen sonstige kurzfristige Forderungen;Wertberichtigungen sonstige kurzfristige Forderungen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
4B0A5B66E0C141808CE94042BEA81AEC;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;120;Vorräte und nicht fakturierte Dienstleistungen;Vorräte und nicht fakturierte Dienstleistungen;A;N;N;B1B140BA616740F3B020C844C2D0BB14;Y;;;Y;Y;Y;Y;N;;N;;Y;A;E;N;N
E956545C54BE44FCBA3B6B0AC414BE74;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1200;Handelswaren;Handelswaren;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
1214FE38FE5047CE87205EB7EBE99500;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1207;Bestandesänderungen Handelswaren;Bestandesänderungen Handelswaren;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
195AE18DEAA24C3484E37627F53533A7;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1208;Anzahlungen für Handelswaren;Anzahlungen für Handelswaren;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
0FEAC95F045D44A08A804289E77ABE23;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1209;Wertberichtigungen Handelswaren;Wertberichtigungen Handelswaren;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
02DD88E6A6474C3F8840E9FAE8B6A006;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1210;Rohstoffe;Rohstoffe;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
1F7A7D9E2A564A6AAFAD2BEAA18894C2;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1217;Bestandesänderungen Rohstoffe;Bestandesänderungen Rohstoffe;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
9FA2C28A84E74D4580A1F80A8C53D29C;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1218;Anzahlungen für Rohstoffe;Anzahlungen für Rohstoffe;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
87DF6F22992D4F2E981021A18D2826FE;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1219;Wertberichtigungen Rohstoffe;Wertberichtigungen Rohstoffe;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
035DCD3D63064AA6942A907F670F83D6;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1220;Fertigteile;Fertigteile;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
5CB78CEDEB914C4BA8359F8D7CF1FFC9;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1221;Halbfabrikate;Halbfabrikate;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
66B73F6F52B947C494062D42E4241E17;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1227;Bestandesänderungen Werkstoffe;Bestandesänderungen Werkstoffe;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
8746D06304094842B889694CDA6EF2CC;C726FEC915A54A0995C568555DA5BB3C;0;Y;2019-09-30 16:30:00;100;2019-09-30 16:30:00;100;1228;Anzahlungen für Werkstoffe;Anzahlungen für Werkstoffe;A;N;N;B1B140BA616740F3B020C844C2D0BB14;N;;;Y;Y;Y;Y;N;;N;;Y;A;C;N;N
